43.728195,-3.1312816,-44.210167,62.26153,-33.605186,0.6328996,-34.820988,48.396385,-10.654406,29.3471,-49.5159,58.53711,11.884818,-17.996367,33.19047,39.581886,0.3335487877098861
-67.69119,-111.489914,246.75879,279.10928,44.917896,81.55762,58.960106,110.20688,-6.0162363,-21.934668,15.907352,27.755514,19.279621,-8.807163,109.057755,111.09845,0.043993623782044716
-40.39923,23.369095,-21.91051,51.558643,-3.0354288,60.180958,17.622343,62.78152,-5.089365,-31.812723,18.212559,37.00891,12.998758,-36.771854,16.19871,42.23205,0.12107290649510609
17.000265,-28.373068,-8.233615,34.085823,38.890038,3.412584,3.2150748,39.171783,-46.84365,6.260191,-31.572792,56.83634,-40.974842,49.563248,6.1926336,64.60506,0.3152351226478797
-38.837967,59.88496,-197.45679,209.96138,13.456494,10.410055,-39.84397,43.324226,6.199461,-8.227112,-25.460155,27.465422,4.809094,-5.1906233,-32.536312,33.29704,0.0430654383035974
52.78422,44.66471,230.11836,240.28229,-9.916149,-20.85168,32.551826,39.9092,-54.494644,11.393644,59.899014,81.77643,-16.20501,-52.073055,174.84962,183.15733,0.39965198962717136
22.10603,19.307467,-8.2730665,30.494234,-38.904625,-10.845188,86.39157,95.36609,15.5508175,-42.618073,61.265846,76.23413,-59.277676,5.9036736,63.7231,87.23154,0.047156904529238146
54.073025,-11.426241,197.23253,204.82948,-32.118443,-40.03097,225.14738,230.92296,-16.814014,40.367657,-31.040361,53.626244,13.889798,-28.865747,23.349586,39.640537,0.023057098128006145
-100.791954,87.39728,-479.511,497.72296,-3.6212387,-18.489801,-45.857044,49.57676,108.74391,-69.50381,-351.53976,374.4813,-9.989999,-10.397044,-6.6019583,15.858613,0.40640346305738656
-104.04853,-29.094324,-196.96661,224.65181,4.166899,24.023739,-44.810787,51.014908,8.839996,-26.61771,-53.056263,60.01355,104.19254,29.245768,-555.8925,566.3285,0.365972419579306
-20.633331,55.90659,-202.87666,211.44792,19.739443,-47.008976,-36.053844,62.444927,32.56148,34.287086,3.8882358,47.44442,-36.108093,-28.406424,-82.83247,94.720314,0.04894160585290203
28.154728,20.744165,20.20229,40.387394,-18.518969,-3.108725,32.72314,37.72824,1.33981,-16.682697,49.928646,52.659065,-9.596231,-13.225651,33.35654,37.143833,0.38295119379364423
-62.79909,-56.64686,-393.9519,402.92764,-33.32075,67.35195,62.053993,97.45387,38.181496,-41.695145,-210.80327,218.2529,15.2575445,-19.147451,47.387093,53.33811,0.08594062155381496
-70.53412,27.57907,101.79033,126.87372,23.015646,-13.7956,33.70267,43.08026,20.504538,27.212885,-55.8572,65.42947,-12.572313,-48.78322,-237.75072,243.02937,0.3862189995058776
36.938457,-52.9923,-35.502556,73.70933,-38.555115,8.401621,-0.093112625,39.46001,-21.475794,-4.102134,-7.314171,23.055029,-7.239232,-5.3215446,0.030982364,8.98478,0.37348378429375123
78.51085,21.800266,-133.211,156.155,-16.97249,-10.4947195,-94.50071,96.58467,26.530357,-14.37697,22.450245,37.610928,-50.548477,10.680786,-23.082767,56.58669,0.0
34.38609,119.715385,149.87427,194.87553,19.951637,-101.86797,164.64975,194.63992,-3.274738,-55.30672,24.897415,60.740837,-58.399143,18.264854,11.741348,62.305176,0.03609574207002191
40.201675,68.363235,-85.93606,116.93897,-57.05658,-30.627583,-40.377254,76.314064,25.137094,-13.358516,21.248573,35.52234,-8.235183,-27.197924,-101.5123,105.41492,0.3568920189336406
-42.84395,-14.963778,-45.952633,64.58453,43.13315,-3.187287,-17.222921,46.5538,33.509136,29.983494,67.15336,80.81743,-36.912483,-10.928296,39.32022,55.027718,0.03424774233401523
82.11858,-54.35061,-26.84175,102.06827,-16.91596,76.03842,29.96971,83.463615,56.587788,4.1204047,39.98645,69.41233,-17.700027,-26.866127,16.964895,36.37152,0.029321497161626978
-25.57069,75.95181,-26.58991,84.43674,23.254803,-11.370533,-23.928831,35.25144,-27.276335,-3.481756,-89.171486,93.31498,56.885315,-12.52553,-250.52148,257.20392,0.10357724016034896
4.7524576,41.160225,-29.931097,51.113796,-19.277966,-25.58027,-20.655615,38.11358,-11.030209,11.29478,-19.67281,25.224356,-1.9317241,8.695502,-19.054674,21.034143,0.04454684384774813
-8.560266,-86.52514,118.20701,146.7405,-40.39239,8.34801,88.645706,97.77165,-39.976818,-31.046232,75.545074,90.9345,24.710974,-47.52328,-3.6034038,53.685104,0.05545477829376186
-39.865387,-48.694958,-28.434795,69.05784,-54.92571,33.83981,-77.04756,100.490265,82.11842,21.794794,-75.74129,113.82092,4.179233,7.7927628,-5.854015,10.605366,0.03898465893531684
-12.883887,-66.96453,30.729776,74.79681,11.710425,37.952957,-35.678486,53.390217,10.367535,36.386055,-88.54204,96.286674,-8.8128805,25.453978,-12.666851,29.766106,0.3786405700738992
-96.864334,6.2494254,-8.718105,97.45645,-29.4154,-37.850315,-54.62819,72.678406,33.1069,31.08328,-136.68416,144.03058,87.508095,-1.8685203,-448.64822,457.10654,0.3836372322504999
19.524279,156.02673,-148.58287,216.33864,96.545364,114.993164,-185.11176,238.35017,5.612471,-21.485643,-3.9680014,22.55832,9.518889,-5.488359,-2.6393743,11.300338,0.059878527889292064
11.841409,-71.5122,250.38292,260.66418,33.221336,16.12227,41.53053,55.5731,-25.262962,-25.542274,43.98674,56.793217,-24.982513,75.58782,86.99248,117.92093,0.31940016764647705
-28.133217,73.93508,183.75279,200.0574,9.354512,-31.283833,61.27785,69.43458,-24.122974,2.2054746,47.014664,52.888294,82.88308,-58.417824,158.29779,187.99055,0.04025185089066371
21.403109,-53.85819,-5.19461,58.18747,-23.271841,21.271431,19.219194,36.924652,6.767741,66.83523,-14.556624,68.73614,-35.38451,-14.847998,-28.723839,47.93325,0.12036666848645733
30.05643,7.492096,-72.86324,79.174385,-59.74648,-33.564552,-209.11806,220.06044,-38.81863,32.626076,-44.63384,67.55396,16.370853,22.774103,-167.00453,169.34341,0.0582297573930682
-11.682722,-80.31679,307.81372,318.334,-9.426729,18.504667,26.203089,33.43483,14.195357,38.60566,81.927765,91.67374,-16.655582,-21.316088,-6.6138268,27.848482,0.2145153964328173
